ExperimentID,ImageName,ImageID,PredictionID,Prediction_left,Prediction_top,Prediction_right,Prediction_bottom,Prediction_confidence
20, crop001704.png, 11, 37, 221, 72, 230, 89, 3.4
20, crop001704.png, 11, 38, 219, 68, 233, 95, 3.7
20, crop001704.png, 11, 39, 250, 70, 256, 90, 1.5
20, crop001704.png, 11, 40, 244, 62, 255, 98, 5.2
20, crop001704.png, 11, 41, 253, 70, 261, 95, 57.7
20, crop001704.png, 11, 42, 307, 61, 320, 100, 1.1
20, crop001704.png, 11, 43, 337, 73, 344, 93, 1.4
20, crop001704.png, 11, 44, 348, 64, 356, 104, 1.3
20, crop001704.png, 11, 45, 170, 77, 178, 93, 37.4
20, crop001704.png, 11, 46, 173, 78, 179, 92, 1.9
20, crop001704.png, 11, 47, 215, 75, 230, 97, 48.8
20, crop001704.png, 11, 48, 240, 67, 253, 107, 3.4
20, crop001704.png, 11, 49, 336, 72, 345, 104, 84.8
20, crop001704.png, 11, 50, 347, 79, 354, 100, 1.7
20, crop001704.png, 11, 51, 345, 73, 354, 109, 15.6
20, crop001704.png, 11, 52, 242, 81, 258, 111, 1.2
20, crop001704.png, 11, 53, 276, 73, 287, 120, 21.6
20, crop001704.png, 11, 54, 286, 81, 294, 117, 24.5
20, crop001704.png, 11, 55, 348, 76, 357, 118, 2.6
20, crop001704.png, 11, 56, 262, 92, 270, 133, 1.9
20, crop001704.png, 11, 57, 306, 96, 315, 131, 1.2
20, crop001704.png, 11, 58, 409, 363, 415, 428, 1.4
20, person_096.png, 12, 1, 137, 79, 316, 363, 100.0
20, person_096.png, 12, 2, 245, 78, 275, 123, 4.6
20, person_096.png, 12, 3, 378, 69, 413, 136, 2.2
20, person_096.png, 12, 4, 294, 58, 334, 174, 99.9
20, person_096.png, 12, 5, 325, 41, 382, 187, 99.8
20, person_096.png, 12, 6, 374, 57, 416, 191, 98.3
20, person_096.png, 12, 7, 249, 75, 268, 104, 1.1
20, person_096.png, 12, 8, 0, 77, 2, 104, 2.2
20, person_096.png, 12, 9, 0, 68, 5, 116, 1.9
20, person_096.png, 12, 10, 410, 75, 415, 155, 1.0
20, person_and_bike_086.png, 13, 1, 179, 69, 283, 327, 99.9
20, person_and_bike_086.png, 13, 2, 169, 87, 203, 162, 3.1
20, crop001684.png, 14, 1, 189, 122, 235, 263, 99.9
20, crop001684.png, 14, 2, 147, 86, 150, 92, 3.1
20, crop001684.png, 14, 3, 231, 82, 234, 88, 2.5
20, crop001684.png, 14, 4, 289, 89, 291, 95, 1.9
20, crop001684.png, 14, 5, 196, 96, 199, 101, 1.6
20, crop001684.png, 14, 6, 235, 94, 237, 99, 5.1
20, crop001684.png, 14, 7, 268, 96, 270, 100, 1.9
20, crop001684.png, 14, 8, 197, 98, 200, 104, 25.3
20, crop001684.png, 14, 9, 201, 98, 203, 104, 1.9
20, crop001684.png, 14, 10, 208, 98, 211, 103, 9.0
20, crop001684.png, 14, 11, 233, 102, 236, 111, 1.6
20, crop001684.png, 14, 12, 249, 100, 251, 105, 2.2
20, crop001684.png, 14, 13, 233, 106, 235, 113, 9.9
20, crop001684.png, 14, 14, 281, 109, 283, 114, 17.0
20, crop001684.png, 14, 15, 59, 123, 62, 128, 1.2
20, crop001684.png, 14, 16, 68, 117, 77, 129, 1.0
20, crop001684.png, 14, 17, 61, 132, 63, 138, 3.0
20, crop001684.png, 14, 18, 64, 131, 67, 136, 3.6
20, crop001684.png, 14, 19, 13, 143, 15, 149, 2.3
20, crop001684.png, 14, 20, 7, 159, 10, 165, 6.8
20, crop001684.png, 14, 21, 64, 161, 66, 167, 2.0
20, crop001684.png, 14, 22, 16, 202, 20, 209, 1.6
20, crop001684.png, 14, 23, 0, 205, 2, 218, 1.2
20, crop001684.png, 14, 24, 10, 216, 15, 226, 1.9
20, crop001684.png, 14, 25, 25, 223, 28, 228, 2.5
20, person_052.png, 15, 1, 71, 91, 98, 194, 38.8
20, person_052.png, 15, 2, 91, 87, 108, 193, 2.2
20, person_052.png, 15, 3, 66, 105, 87, 193, 9.5
20, person_052.png, 15, 4, 185, 110, 240, 378, 100.0
20, person_052.png, 15, 5, 204, 76, 220, 103, 1.7
20, person_052.png, 15, 6, 308, 80, 318, 113, 1.7
20, person_052.png, 15, 7, 325, 80, 338, 113, 5.4
20, crop001504.png, 16, 1, 124, 161, 142, 247, 20.7
20, crop001504.png, 16, 2, 159, 187, 204, 298, 99.9
20, crop001504.png, 16, 3, 192, 194, 212, 284, 2.2
20, crop001504.png, 16, 4, 212, 186, 253, 305, 99.9
20, crop001504.png, 16, 5, 126, 171, 139, 226, 1.1
20, person_039.png, 17, 1, 170, 162, 234, 275, 98.6
20, person_and_bike_099.png, 18, 1, 133, 5, 271, 378, 99.9
20, person_and_bike_099.png, 18, 2, 163, 11, 197, 38, 1.1
20, person_009.png, 19, 1, 118, 74, 346, 416, 99.7
20, person_009.png, 19, 2, 216, 10, 274, 57, 1.1
20, person_009.png, 19, 3, 197, 13, 264, 75, 9.3
20, person_347.png, 20, 1, 250, 161, 351, 343, 10.2
20, person_347.png, 20, 2, 152, 111, 183, 206, 12.6
20, person_347.png, 20, 3, 224, 130, 242, 189, 13.7
20, person_347.png, 20, 4, 233, 133, 250, 196, 44.9
20, person_347.png, 20, 5, 151, 98, 186, 309, 95.5
20, person_347.png, 20, 6, 166, 102, 232, 352, 98.4
20, person_347.png, 20, 7, 279, 170, 332, 321, 99.8
20, person_347.png, 20, 8, 211, 124, 215, 134, 4.3
20, person_347.png, 20, 9, 211, 126, 217, 147, 26.5
20, person_347.png, 20, 10, 215, 128, 220, 147, 5.5
20, person_347.png, 20, 11, 225, 131, 230, 144, 1.4
20, person_347.png, 20, 12, 220, 126, 232, 152, 2.0
20, person_347.png, 20, 13, 211, 126, 219, 158, 4.9
20, person_347.png, 20, 14, 218, 133, 223, 152, 11.6
20, person_347.png, 20, 15, 214, 127, 224, 159, 8.3
20, person_347.png, 20, 16, 224, 137, 229, 150, 2.0
20, person_347.png, 20, 17, 216, 130, 226, 172, 6.6
20, person_347.png, 20, 18, 222, 128, 234, 174, 87.5
20, person_347.png, 20, 19, 229, 131, 239, 177, 6.2
20, person_037.png, 21, 1, 43, 161, 368, 205, 1.1
20, person_037.png, 21, 2, 191, 161, 299, 370, 99.9
20, person_037.png, 21, 3, 338, 151, 346, 159, 4.6
20, person_037.png, 21, 4, 341, 151, 350, 159, 6.5
20, person_037.png, 21, 5, 162, 157, 167, 166, 4.2
20, person_037.png, 21, 6, 169, 157, 174, 166, 4.5
20, person_037.png, 21, 7, 175, 156, 180, 167, 5.4
20, person_037.png, 21, 8, 208, 159, 214, 166, 1.6
20, person_037.png, 21, 9, 335, 155, 342, 166, 2.2
20, person_037.png, 21, 10, 342, 157, 353, 166, 1.8
20, person_037.png, 21, 11, 350, 157, 361, 164, 1.6
20, person_037.png, 21, 12, 366, 158, 376, 165, 1.3
20, person_037.png, 21, 13, 375, 159, 381, 168, 1.4
20, person_037.png, 21, 14, 107, 162, 112, 173, 1.1
20, person_037.png, 21, 15, 114, 163, 119, 172, 6.8
20, person_037.png, 21, 16, 120, 164, 124, 172, 11.5
20, person_037.png, 21, 17, 132, 163, 136, 172, 8.7
20, person_037.png, 21, 18, 135, 162, 141, 173, 30.0
20, person_037.png, 21, 19, 154, 159, 158, 170, 1.5
20, person_037.png, 21, 20, 163, 159, 167, 169, 11.3
20, person_037.png, 21, 21, 169, 160, 174, 170, 44.0
20, person_037.png, 21, 22, 177, 161, 182, 172, 27.0
20, person_037.png, 21, 23, 182, 165, 189, 173, 8.9
20, person_037.png, 21, 24, 194, 163, 199, 172, 9.1
20, person_037.png, 21, 25, 201, 162, 206, 172, 18.7
20, person_037.png, 21, 26, 207, 161, 217, 175, 63.7
20, person_037.png, 21, 27, 205, 159, 220, 178, 3.1
20, person_037.png, 21, 28, 213, 163, 219, 175, 1.5
20, person_037.png, 21, 29, 381, 165, 389, 182, 2.1
20, person_037.png, 21, 30, 1, 165, 5, 181, 17.2
20, person_037.png, 21, 31, 7, 165, 14, 181, 72.8
20, person_037.png, 21, 32, 68, 168, 73, 177, 2.8
20, person_037.png, 21, 33, 71, 167, 76, 176, 10.9
20, person_037.png, 21, 34, 98, 166, 103, 176, 2.3
20, person_037.png, 21, 35, 131, 167, 137, 175, 1.0
20, person_037.png, 21, 36, 135, 166, 140, 176, 5.8
20, person_037.png, 21, 37, 1, 173, 6, 186, 12.3
20, person_037.png, 21, 38, 0, 166, 9, 194, 1.8
20, person_037.png, 21, 39, 6, 173, 15, 185, 10.1
20, person_037.png, 21, 40, 4, 168, 16, 191, 2.3
20, person_037.png, 21, 41, 0, 181, 8, 193, 1.8
20, person_336.png, 22, 1, 32, 114, 48, 185, 2.4
20, person_336.png, 22, 2, 50, 116, 67, 182, 98.9
20, person_336.png, 22, 3, 80, 120, 100, 192, 99.0
20, person_336.png, 22, 4, 237, 94, 300, 334, 99.8
20, person_336.png, 22, 5, 187, 123, 250, 331, 99.9
20, person_336.png, 22, 6, 51, 121, 56, 132, 2.4
20, person_336.png, 22, 7, 64, 119, 70, 132, 5.1
20, person_336.png, 22, 8, 74, 122, 78, 132, 2.8
20, person_336.png, 22, 9, 81, 119, 86, 132, 5.7
20, person_336.png, 22, 10, 90, 117, 95, 130, 1.2
20, person_336.png, 22, 11, 96, 117, 102, 137, 3.2
20, person_336.png, 22, 12, 0, 126, 4, 140, 11.4
20, person_336.png, 22, 13, 8, 124, 14, 139, 2.2
20, person_336.png, 22, 14, 8, 117, 19, 150, 4.0
20, person_336.png, 22, 15, 12, 113, 22, 152, 1.3
20, person_336.png, 22, 16, 32, 123, 38, 142, 4.5
20, person_336.png, 22, 17, 40, 123, 46, 143, 3.3
20, person_336.png, 22, 18, 36, 118, 47, 151, 19.5
20, person_336.png, 22, 19, 49, 122, 54, 143, 6.0
20, person_336.png, 22, 20, 48, 119, 56, 149, 1.9
20, person_336.png, 22, 21, 66, 124, 70, 141, 3.1
20, person_336.png, 22, 22, 74, 126, 78, 140, 3.6
20, person_336.png, 22, 23, 80, 123, 85, 141, 2.9
20, person_336.png, 22, 24, 79, 118, 88, 152, 1.8
20, person_336.png, 22, 25, 87, 117, 99, 151, 2.4
20, person_336.png, 22, 26, 97, 123, 102, 143, 2.9
20, person_336.png, 22, 27, 95, 115, 102, 151, 6.4
20, person_336.png, 22, 28, 106, 123, 110, 145, 1.5
20, person_336.png, 22, 29, 114, 128, 118, 141, 1.7
20, person_336.png, 22, 30, 0, 127, 5, 150, 24.4
20, person_336.png, 22, 31, 7, 131, 15, 148, 2.2
20, person_336.png, 22, 32, 32, 131, 38, 148, 1.3
20, person_336.png, 22, 33, 32, 119, 43, 162, 62.1
20, person_336.png, 22, 34, 48, 130, 53, 149, 1.9
20, person_336.png, 22, 35, 64, 120, 72, 163, 77.6
20, person_336.png, 22, 36, 74, 129, 79, 151, 2.9
20, person_336.png, 22, 37, 73, 123, 80, 160, 87.9
20, person_336.png, 22, 38, 77, 121, 86, 160, 11.4
20, person_336.png, 22, 39, 118, 123, 126, 164, 2.4
20, person_336.png, 22, 40, 0, 136, 3, 159, 3.4
20, person_336.png, 22, 41, 0, 125, 7, 169, 5.7
20, person_336.png, 22, 42, 4, 127, 17, 167, 2.4
20, person_336.png, 22, 43, 48, 118, 56, 181, 17.8
20, person_336.png, 22, 44, 106, 131, 115, 166, 2.0
20, person_336.png, 22, 45, 108, 126, 120, 170, 97.6
20, person_336.png, 22, 46, 80, 143, 91, 191, 2.2
20, person_194.png, 23, 1, 32, 176, 260, 245, 1.4
20, person_194.png, 23, 2, 178, 133, 202, 188, 10.0
20, person_194.png, 23, 3, 193, 155, 219, 204, 67.4
20, person_194.png, 23, 4, 250, 166, 272, 215, 4.9
20, person_194.png, 23, 5, 314, 164, 334, 236, 1.8
20, person_194.png, 23, 6, 252, 174, 271, 278, 7.1
20, person_194.png, 23, 7, 306, 175, 325, 284, 10.6
20, person_194.png, 23, 8, 298, 166, 335, 296, 2.5
20, person_194.png, 23, 9, 315, 169, 334, 295, 61.9
20, person_194.png, 23, 10, 169, 172, 208, 315, 99.8
20, person_194.png, 23, 11, 201, 180, 231, 309, 98.0
20, person_194.png, 23, 12, 209, 175, 256, 309, 4.5
20, person_194.png, 23, 13, 228, 169, 265, 315, 99.9
20, person_194.png, 23, 14, 238, 169, 283, 304, 2.4
20, person_194.png, 23, 15, 262, 168, 298, 303, 99.8
20, person_194.png, 23, 16, 190, 144, 205, 175, 1.1
20, person_194.png, 23, 17, 194, 158, 201, 177, 2.0
20, person_194.png, 23, 18, 192, 152, 203, 182, 2.1
20, person_194.png, 23, 19, 194, 152, 211, 183, 1.6
20, person_194.png, 23, 20, 252, 161, 268, 181, 7.7
20, person_194.png, 23, 21, 183, 166, 193, 183, 3.0
20, person_194.png, 23, 22, 180, 165, 196, 190, 17.0
20, person_194.png, 23, 23, 193, 166, 200, 183, 2.1
20, person_194.png, 23, 24, 231, 170, 238, 184, 1.3
20, person_194.png, 23, 25, 252, 163, 271, 194, 78.6
20, person_194.png, 23, 26, 301, 162, 312, 194, 1.6
20, person_194.png, 23, 27, 160, 162, 171, 204, 1.6
20, person_194.png, 23, 28, 175, 174, 182, 193, 2.1
20, person_194.png, 23, 29, 230, 174, 238, 194, 2.3
20, person_194.png, 23, 30, 229, 167, 241, 200, 4.7
20, person_194.png, 23, 31, 63, 181, 68, 200, 13.9
20, person_194.png, 23, 32, 87, 175, 95, 209, 87.9
20, person_194.png, 23, 33, 211, 178, 229, 203, 1.6
20, person_194.png, 23, 34, 62, 180, 70, 207, 65.0
20, person_194.png, 23, 35, 71, 185, 78, 205, 12.9
20, person_194.png, 23, 36, 69, 179, 79, 208, 84.7
20, person_194.png, 23, 37, 100, 173, 109, 218, 28.8
20, person_194.png, 23, 38, 166, 178, 175, 216, 1.2
20, person_094.png, 24, 1, 155, 91, 295, 400, 100.0
20, person_094.png, 24, 2, 195, 49, 248, 106, 2.4
20, person_094.png, 24, 3, 212, 50, 243, 78, 1.6
20, crop001549.png, 25, 1, 197, 143, 256, 313, 99.7
20, crop001549.png, 25, 2, 256, 199, 276, 257, 3.3
20, crop001549.png, 25, 3, 243, 198, 263, 289, 75.6
20, crop001549.png, 25, 4, 252, 200, 278, 291, 90.8
20, crop001549.png, 25, 5, 260, 206, 284, 299, 2.4
20, crop001549.png, 25, 6, 244, 191, 260, 224, 1.5
20, crop001549.png, 25, 7, 262, 192, 277, 242, 4.6
20, person_136.png, 26, 1, 293, 138, 323, 220, 4.4
20, person_136.png, 26, 2, 148, 129, 199, 357, 99.9
20, person_136.png, 26, 3, 208, 123, 264, 350, 99.9
20, person_136.png, 26, 4, 170, 123, 185, 147, 2.0
20, person_136.png, 26, 5, 242, 138, 249, 149, 2.0
20, person_136.png, 26, 6, 247, 137, 256, 152, 49.6
20, person_136.png, 26, 7, 247, 135, 258, 168, 9.2
20, person_136.png, 26, 8, 296, 133, 315, 172, 2.2
20, person_and_bike_029.png, 27, 1, 125, 156, 205, 407, 99.9
20, person_and_bike_029.png, 27, 2, 363, 107, 385, 162, 2.0
20, person_and_bike_029.png, 27, 3, 398, 115, 417, 182, 1.3
20, person_and_bike_029.png, 27, 4, 368, 120, 402, 249, 99.7
20, person_and_bike_029.png, 27, 5, 395, 127, 416, 238, 6.0
20, person_and_bike_029.png, 27, 6, 334, 155, 347, 240, 83.5
20, person_and_bike_029.png, 27, 7, 373, 97, 384, 114, 1.6
20, person_and_bike_029.png, 27, 8, 365, 104, 380, 143, 2.7
20, person_and_bike_029.png, 27, 9, 401, 110, 416, 152, 78.1
20, person_and_bike_029.png, 27, 10, 335, 157, 345, 200, 2.2
20, person_and_bike_066.png, 28, 1, 157, 44, 274, 357, 99.3
20, person_085.png, 29, 1, 122, 121, 205, 339, 99.9
20, person_085.png, 29, 2, 198, 105, 340, 392, 99.8
20, person_085.png, 29, 3, 333, 76, 365, 120, 1.2
20, person_085.png, 29, 4, 1, 71, 15, 167, 1.3
20, person_085.png, 29, 5, 115, 99, 151, 160, 89.0
20, person_085.png, 29, 6, 86, 96, 95, 108, 1.2
20, person_085.png, 29, 7, 115, 98, 150, 123, 2.2
20, person_188.png, 30, 1, 188, 168, 211, 225, 1.2
20, person_188.png, 30, 2, 0, 165, 24, 245, 99.6
20, person_188.png, 30, 3, 235, 182, 258, 246, 5.5
20, person_188.png, 30, 4, 294, 174, 318, 242, 5.3
20, person_188.png, 30, 5, 172, 156, 206, 298, 99.5
20, person_188.png, 30, 6, 192, 173, 213, 269, 18.9
20, person_188.png, 30, 7, 140, 166, 175, 298, 100.0
20, person_188.png, 30, 8, 231, 171, 261, 316, 95.4
20, person_188.png, 30, 9, 302, 210, 329, 283, 7.4
20, person_188.png, 30, 10, 271, 177, 309, 331, 99.8
20, person_188.png, 30, 11, 298, 194, 332, 324, 87.7
20, person_188.png, 30, 12, 314, 226, 340, 284, 2.7
20, person_188.png, 30, 13, 295, 163, 309, 193, 10.6
20, person_188.png, 30, 14, 338, 171, 344, 188, 2.1
20, person_188.png, 30, 15, 408, 171, 414, 186, 1.1
20, person_188.png, 30, 16, 295, 165, 315, 205, 76.0
20, person_188.png, 30, 17, 0, 169, 6, 222, 1.5
20, person_and_bike_107.png, 31, 1, 144, 27, 267, 398, 100.0
20, person_and_bike_107.png, 31, 2, 87, 78, 373, 366, 1.0
20, person_207.png, 32, 1, 125, 167, 414, 224, 1.1
20, person_207.png, 32, 2, 107, 158, 370, 293, 1.2
20, person_207.png, 32, 3, 240, 176, 346, 370, 3.1
20, person_207.png, 32, 4, 267, 157, 291, 204, 5.9
20, person_207.png, 32, 5, 22, 156, 48, 207, 4.9
20, person_207.png, 32, 6, 154, 158, 172, 225, 1.6
20, person_207.png, 32, 7, 353, 166, 376, 223, 2.3
20, person_207.png, 32, 8, 362, 165, 383, 227, 4.2
20, person_207.png, 32, 9, 376, 159, 404, 234, 95.9
20, person_207.png, 32, 10, 103, 162, 123, 253, 97.8
20, person_207.png, 32, 11, 148, 158, 163, 249, 74.0
20, person_207.png, 32, 12, 157, 164, 177, 256, 28.7
20, person_207.png, 32, 13, 202, 173, 230, 246, 4.9
20, person_207.png, 32, 14, 391, 184, 416, 248, 44.1
20, person_207.png, 32, 15, 78, 181, 100, 257, 6.9
20, person_207.png, 32, 16, 61, 161, 103, 288, 91.3
20, person_207.png, 32, 17, 94, 176, 116, 256, 10.5
20, person_207.png, 32, 18, 121, 153, 150, 279, 99.6
20, person_207.png, 32, 19, 163, 170, 191, 267, 99.3
20, person_207.png, 32, 20, 188, 185, 215, 263, 1.6
20, person_207.png, 32, 21, 195, 159, 234, 290, 99.5
20, person_207.png, 32, 22, 221, 179, 237, 265, 3.2
20, person_207.png, 32, 23, 377, 197, 416, 258, 4.1
20, person_207.png, 32, 24, 1, 175, 17, 292, 1.5
20, person_207.png, 32, 25, 166, 177, 202, 291, 1.1
20, person_207.png, 32, 26, 179, 180, 223, 291, 3.9
20, person_207.png, 32, 27, 327, 216, 350, 278, 71.9
20, person_207.png, 32, 28, 182, 216, 212, 295, 84.1
20, person_207.png, 32, 29, 369, 185, 421, 339, 4.5
20, person_207.png, 32, 30, 395, 213, 416, 315, 5.4
20, person_207.png, 32, 31, 257, 159, 313, 378, 100.0
20, person_207.png, 32, 32, 389, 182, 416, 376, 15.6
20, person_207.png, 32, 33, 0, 208, 12, 351, 5.0
20, person_207.png, 32, 34, 0, 177, 22, 380, 1.1
20, person_207.png, 32, 35, 401, 235, 416, 384, 1.5
20, person_207.png, 32, 36, 135, 153, 144, 167, 4.0
20, person_207.png, 32, 37, 151, 152, 160, 168, 1.2
20, person_207.png, 32, 38, 147, 148, 162, 174, 1.0
20, person_207.png, 32, 39, 158, 150, 167, 170, 10.0
20, person_207.png, 32, 40, 271, 151, 290, 173, 3.6
20, person_207.png, 32, 41, 292, 153, 302, 166, 10.0
20, person_207.png, 32, 42, 361, 155, 368, 172, 2.1
20, person_207.png, 32, 43, 19, 147, 36, 180, 1.3
20, person_207.png, 32, 44, 110, 161, 118, 174, 1.3
20, person_207.png, 32, 45, 133, 153, 147, 177, 3.3
20, person_207.png, 32, 46, 144, 154, 152, 175, 5.3
20, person_207.png, 32, 47, 144, 151, 156, 181, 13.6
20, person_207.png, 32, 48, 150, 156, 159, 175, 2.2
20, person_207.png, 32, 49, 159, 156, 166, 173, 2.6
20, person_207.png, 32, 50, 156, 151, 168, 184, 10.0
20, person_207.png, 32, 51, 269, 149, 287, 190, 1.0
20, person_207.png, 32, 52, 285, 154, 301, 185, 1.3
20, person_207.png, 32, 53, 359, 155, 372, 191, 8.1
20, person_207.png, 32, 54, 103, 159, 115, 190, 1.4
20, person_207.png, 32, 55, 107, 161, 121, 188, 1.3
20, person_207.png, 32, 56, 119, 162, 127, 182, 11.0
20, person_207.png, 32, 57, 147, 154, 160, 192, 5.7
20, person_207.png, 32, 58, 362, 160, 377, 196, 64.9
20, person_207.png, 32, 59, 373, 162, 384, 196, 1.2
20, person_207.png, 32, 60, 398, 160, 411, 199, 6.1
20, person_207.png, 32, 61, 406, 158, 414, 201, 1.2
20, person_207.png, 32, 62, 31, 163, 50, 198, 1.1
20, person_207.png, 32, 63, 118, 162, 129, 201, 1.8
20, person_207.png, 32, 64, 358, 164, 374, 206, 2.9
20, person_207.png, 32, 65, 410, 175, 414, 197, 1.3
20, person_207.png, 32, 66, 397, 174, 415, 217, 1.6
20, person_207.png, 32, 67, 405, 172, 415, 235, 2.6
20, person_207.png, 32, 68, 363, 193, 381, 226, 1.3
20, person_207.png, 32, 69, 369, 206, 387, 232, 1.0
20, person_207.png, 32, 70, 229, 194, 236, 255, 2.8
20, person_207.png, 32, 71, 321, 207, 341, 247, 1.1
20, person_010.png, 33, 1, 181, 115, 262, 376, 100.0
20, person_010.png, 33, 2, 36, 158, 75, 214, 99.2
20, person_and_bike_110.png, 34, 1, 175, 4, 264, 329, 99.8
20, person_026.png, 35, 1, 135, 53, 290, 430, 100.0
20, person_and_bike_093.png, 36, 1, 150, 50, 243, 326, 100.0
20, person_and_bike_093.png, 36, 2, 119, 149, 272, 367, 7.4
20, person_033.png, 37, 1, 116, 77, 272, 436, 100.0
20, crop001715.png, 38, 1, 4, 50, 229, 293, 1.5
20, crop001715.png, 38, 2, 134, 103, 212, 321, 2.9
20, crop001715.png, 38, 3, 130, 117, 176, 299, 99.6
