ExperimentID,ImageName,ImageID,AnnotationID,Annotation_left,Annotation_top,Annotation_right,Annotation_bottom
19, 000000113333.jpg, 9, 0, 181, 249, 189, 281
19, 000000113333.jpg, 9, 1, 207, 250, 214, 283
19, 000000113333.jpg, 9, 2, 189, 249, 196, 278
19, 000000113333.jpg, 9, 3, 194, 248, 203, 281
19, 000000143458.jpg, 10, 0, 171, 15, 415, 410
19, 000000143458.jpg, 10, 1, 135, 164, 182, 373
19, 000000143458.jpg, 10, 2, 83, 155, 147, 410
19, 000000143458.jpg, 10, 3, 29, 165, 62, 299
19, 000000143458.jpg, 10, 4, 175, 158, 204, 298
19, 000000143458.jpg, 10, 5, 62, 168, 101, 380
19, 000000143458.jpg, 10, 6, 134, 171, 146, 200
19, 000000143458.jpg, 10, 7, 212, 151, 237, 205
19, 000000143458.jpg, 10, 8, 196, 176, 213, 218
19, 000000143458.jpg, 10, 9, 48, 168, 66, 270
19, 000000143458.jpg, 10, 10, 118, 169, 123, 189
19, 000000237922.jpg, 11, 0, 150, 73, 316, 409
19, 000000237922.jpg, 11, 1, 0, 91, 138, 321
19, 000000490791.jpg, 12, 0, 230, 64, 395, 411
19, 000000490791.jpg, 12, 1, 140, 34, 187, 169
19, 000000490791.jpg, 12, 2, 38, 15, 213, 416
19, 000000490791.jpg, 12, 3, 134, 41, 149, 75
19, 000000490791.jpg, 12, 4, 127, 43, 134, 75
19, 000000490791.jpg, 12, 5, 137, 41, 152, 74
19, 000000490791.jpg, 12, 6, 369, 126, 378, 162
19, 000000490791.jpg, 12, 7, 301, 17, 319, 85
19, 000000211860.jpg, 13, 0, 210, 67, 334, 358
19, 000000061400.jpg, 14, 0, 46, 199, 227, 416
19, 000000479944.jpg, 15, 0, 8, 20, 249, 409
19, 000000032778.jpg, 16, 0, 102, 11, 393, 311
19, 000000319095.jpg, 17, 0, 148, 159, 203, 251
19, 000000377091.jpg, 18, 0, 121, 1, 416, 141
19, 000000251660.jpg, 19, 0, 96, 131, 169, 376
19, 000000534787.jpg, 20, 0, 159, 47, 308, 282
19, 000000534787.jpg, 20, 1, 24, 208, 389, 411
19, 000000434084.jpg, 21, 0, 397, 0, 416, 70
19, 000000534796.jpg, 22, 0, 352, 302, 382, 335
19, 000000534796.jpg, 22, 1, 323, 305, 343, 332
19, 000000534796.jpg, 22, 2, 0, 283, 15, 314
19, 000000534796.jpg, 22, 3, 69, 243, 78, 258
19, 000000534796.jpg, 22, 4, 258, 259, 265, 271
19, 000000534796.jpg, 22, 5, 345, 262, 351, 277
19, 000000534796.jpg, 22, 6, 354, 263, 366, 277
19, 000000534796.jpg, 22, 7, 47, 230, 57, 241
19, 000000534796.jpg, 22, 8, 354, 311, 364, 334
19, 000000534796.jpg, 22, 9, 135, 249, 148, 267
19, 000000534796.jpg, 22, 10, 15, 290, 33, 328
19, 000000534796.jpg, 22, 11, 28, 288, 48, 326
19, 000000534796.jpg, 22, 12, 340, 252, 347, 264
19, 000000210077.jpg, 23, 0, 203, 179, 246, 242
19, 000000210077.jpg, 23, 1, 78, 135, 140, 410
19, 000000045621.jpg, 24, 0, 149, 108, 172, 150
19, 000000045621.jpg, 24, 1, 404, 244, 411, 265
19, 000000045621.jpg, 24, 2, 391, 246, 396, 263
19, 000000045621.jpg, 24, 3, 0, 183, 6, 242
19, 000000045621.jpg, 24, 4, 401, 245, 405, 265
19, 000000045621.jpg, 24, 5, 410, 242, 416, 285
19, 000000045621.jpg, 24, 6, 99, 103, 123, 148
19, 000000045621.jpg, 24, 7, 395, 242, 401, 267
19, 000000063049.jpg, 25, 0, 218, 214, 247, 281
19, 000000063049.jpg, 25, 1, 339, 234, 349, 273
19, 000000063049.jpg, 25, 2, 120, 122, 185, 274
19, 000000063049.jpg, 25, 3, 298, 228, 315, 279
19, 000000027897.jpg, 26, 0, 292, 150, 320, 279
19, 000000027897.jpg, 26, 1, 315, 143, 365, 320
19, 000000027897.jpg, 26, 2, 354, 157, 380, 264
19, 000000027897.jpg, 26, 3, 312, 150, 326, 181
19, 000000027897.jpg, 26, 4, 374, 146, 396, 262
19, 000000027897.jpg, 26, 5, 290, 197, 299, 269
19, 000000293820.jpg, 27, 0, 0, 33, 210, 386
19, 000000581022.jpg, 28, 0, 84, 85, 281, 412
19, 000000581022.jpg, 28, 1, 196, 134, 364, 415
19, 000000581022.jpg, 28, 2, 272, 131, 416, 411
19, 000000497592.jpg, 29, 0, 382, 118, 409, 248
19, 000000497592.jpg, 29, 1, 344, 106, 383, 252
19, 000000497592.jpg, 29, 2, 324, 120, 352, 253
19, 000000497592.jpg, 29, 3, 303, 131, 331, 254
19, 000000497592.jpg, 29, 4, 279, 132, 308, 254
19, 000000497592.jpg, 29, 5, 253, 124, 283, 256
19, 000000497592.jpg, 29, 6, 206, 126, 236, 262
19, 000000497592.jpg, 29, 7, 182, 115, 213, 262
19, 000000497592.jpg, 29, 8, 155, 125, 186, 256
19, 000000497592.jpg, 29, 9, 109, 116, 137, 263
19, 000000497592.jpg, 29, 10, 58, 124, 85, 270
19, 000000497592.jpg, 29, 11, 131, 128, 158, 261
19, 000000497592.jpg, 29, 12, 81, 116, 116, 270
19, 000000214966.jpg, 30, 0, 78, 125, 170, 321
19, 000000525354.jpg, 31, 0, 11, 14, 398, 409
19, 000000394415.jpg, 32, 0, 161, 120, 270, 411
19, 000000394415.jpg, 32, 1, 4, 0, 16, 26
19, 000000397716.jpg, 33, 0, 149, 359, 156, 374
19, 000000397716.jpg, 33, 1, 9, 363, 14, 371
19, 000000410165.jpg, 34, 0, 288, 87, 352, 173
19, 000000388677.jpg, 35, 0, 101, 10, 255, 415
19, 000000388677.jpg, 35, 1, 58, 142, 82, 213
19, 000000388677.jpg, 35, 2, 15, 141, 34, 212
19, 000000388677.jpg, 35, 3, 9, 138, 21, 166
19, 000000388677.jpg, 35, 4, 0, 126, 5, 191
19, 000000388677.jpg, 35, 5, 243, 148, 252, 198
19, 000000153591.jpg, 36, 0, 51, 295, 414, 411
19, 000000396105.jpg, 37, 0, 0, 32, 29, 168
19, 000000396105.jpg, 37, 1, 176, 17, 219, 166
19, 000000396105.jpg, 37, 2, 340, 19, 370, 118
19, 000000396105.jpg, 37, 3, 383, 295, 405, 351
19, 000000396105.jpg, 37, 4, 72, 236, 116, 328
19, 000000396105.jpg, 37, 5, 236, 258, 252, 350
19, 000000028875.jpg, 38, 0, 208, 156, 368, 304
19, 000000221317.jpg, 39, 0, 225, 312, 242, 363
19, 000000221317.jpg, 39, 1, 237, 291, 248, 340
19, 000000221317.jpg, 39, 2, 194, 290, 214, 336
19, 000000221317.jpg, 39, 3, 221, 287, 231, 312
19, 000000221317.jpg, 39, 4, 212, 295, 227, 337
19, 000000221317.jpg, 39, 5, 245, 291, 269, 334
19, 000000221317.jpg, 39, 6, 389, 313, 402, 333
19, 000000221317.jpg, 39, 7, 176, 295, 202, 338
19, 000000221317.jpg, 39, 8, 223, 309, 228, 330
19, 000000401001.jpg, 40, 0, 12, 131, 139, 349
19, 000000401001.jpg, 40, 1, 184, 68, 368, 402
19, 000000401001.jpg, 40, 2, 356, 148, 415, 295
19, 000000431047.jpg, 41, 0, 109, 37, 370, 409
19, 000000502816.jpg, 42, 0, 336, 182, 390, 297
19, 000000366598.jpg, 43, 0, 163, 148, 240, 384
19, 000000541580.jpg, 44, 0, 59, 364, 108, 406
19, 000000541580.jpg, 44, 1, 95, 342, 107, 360
19, 000000541580.jpg, 44, 2, 0, 372, 37, 415
19, 000000541580.jpg, 44, 3, 0, 361, 22, 391
19, 000000541580.jpg, 44, 4, 47, 354, 58, 373
19, 000000541580.jpg, 44, 5, 101, 344, 121, 362
19, 000000541580.jpg, 44, 6, 17, 374, 41, 404
19, 000000541580.jpg, 44, 7, 61, 354, 70, 379
19, 000000541580.jpg, 44, 8, 27, 360, 43, 375
19, 000000541580.jpg, 44, 9, 35, 362, 50, 376
19, 000000541580.jpg, 44, 10, 43, 362, 63, 390
19, 000000337375.jpg, 45, 0, 21, 60, 345, 318
19, 000000337375.jpg, 45, 1, 324, 13, 416, 249
19, 000000072746.jpg, 46, 0, 100, 0, 284, 399
19, 000000010142.jpg, 47, 0, 208, 145, 265, 368
19, 000000010142.jpg, 47, 1, 172, 192, 178, 217
19, 000000418929.jpg, 48, 0, 1, 28, 222, 249
19, 000000473320.jpg, 49, 0, 2, 72, 201, 342
19, 000000473320.jpg, 49, 1, 266, 141, 344, 296
19, 000000576652.jpg, 50, 0, 125, 130, 249, 231
19, 000000475765.jpg, 51, 0, 229, 116, 281, 247
19, 000000050238.jpg, 52, 0, 338, 110, 377, 276
19, 000000050238.jpg, 52, 1, 253, 119, 285, 180
19, 000000050238.jpg, 52, 2, 111, 126, 133, 168
19, 000000577759.jpg, 53, 0, 0, 0, 376, 411
19, 000000295740.jpg, 54, 0, 69, 52, 237, 184
19, 000000152326.jpg, 55, 0, 145, 22, 275, 408
19, 000000152326.jpg, 55, 1, 42, 15, 247, 415
19, 000000470885.jpg, 56, 0, 252, 161, 287, 202
19, 000000470885.jpg, 56, 1, 136, 156, 151, 188
19, 000000470885.jpg, 56, 2, 158, 143, 177, 191
19, 000000470885.jpg, 56, 3, 44, 209, 68, 265
19, 000000470885.jpg, 56, 4, 2, 208, 45, 292
19, 000000470885.jpg, 56, 5, 121, 142, 140, 188
19, 000000470885.jpg, 56, 6, 179, 139, 199, 193
19, 000000470885.jpg, 56, 7, 104, 147, 126, 184
19, 000000470885.jpg, 56, 8, 276, 165, 285, 179
19, 000000470885.jpg, 56, 9, 196, 157, 210, 180
19, 000000063893.jpg, 57, 0, 46, 55, 121, 200
19, 000000063893.jpg, 57, 1, 319, 141, 366, 324
19, 000000063893.jpg, 57, 2, 0, 136, 15, 181
19, 000000063893.jpg, 57, 3, 172, 133, 187, 163
19, 000000041155.jpg, 58, 0, 102, 5, 272, 407
19, 000000041155.jpg, 58, 1, 0, 46, 19, 351
19, 000000041155.jpg, 58, 2, 347, 74, 353, 92
19, 000000041155.jpg, 58, 3, 304, 85, 312, 107
19, 000000041155.jpg, 58, 4, 382, 71, 387, 87
19, 000000343404.jpg, 59, 0, 225, 45, 415, 368
19, 000000237002.jpg, 60, 0, 312, 306, 329, 324
19, 000000237002.jpg, 60, 1, 91, 277, 96, 292
19, 000000237002.jpg, 60, 2, 121, 277, 128, 293
19, 000000237002.jpg, 60, 3, 37, 277, 44, 290
19, 000000237002.jpg, 60, 4, 265, 282, 267, 292
19, 000000237002.jpg, 60, 5, 213, 279, 215, 285
19, 000000237002.jpg, 60, 6, 216, 278, 218, 285
19, 000000237002.jpg, 60, 7, 236, 278, 237, 284
19, 000000237002.jpg, 60, 8, 238, 278, 239, 283
19, 000000578037.jpg, 61, 0, 158, 59, 222, 373
19, 000000578037.jpg, 61, 1, 300, 80, 352, 308
19, 000000578037.jpg, 61, 2, 357, 71, 410, 301
19, 000000578037.jpg, 61, 3, 203, 89, 238, 258
19, 000000578037.jpg, 61, 4, 260, 88, 285, 183
19, 000000578037.jpg, 61, 5, 284, 83, 312, 200
19, 000000578037.jpg, 61, 6, 310, 79, 324, 119
19, 000000034354.jpg, 62, 0, 116, 32, 401, 415
19, 000000034354.jpg, 62, 1, 0, 168, 89, 408
19, 000000034354.jpg, 62, 2, 325, 231, 416, 409
19, 000000034354.jpg, 62, 3, 104, 207, 183, 413
19, 000000178951.jpg, 63, 0, 202, 33, 286, 154
19, 000000178951.jpg, 63, 1, 289, 67, 325, 145
19, 000000178951.jpg, 63, 2, 346, 67, 369, 117
19, 000000481821.jpg, 64, 0, 113, 0, 357, 409
19, 000000579937.jpg, 65, 0, 174, 183, 248, 352
19, 000000579937.jpg, 65, 1, 151, 165, 171, 244
19, 000000579937.jpg, 65, 2, 214, 165, 233, 186
19, 000000326113.jpg, 66, 0, 124, 72, 280, 280
19, 000000521679.jpg, 67, 0, 55, 102, 330, 410
19, 000000376087.jpg, 68, 0, 0, 18, 267, 416
19, 000000360926.jpg, 69, 0, 189, 177, 283, 350
19, 000000217082.jpg, 70, 0, 51, 0, 101, 60
19, 000000370426.jpg, 71, 0, 240, 44, 341, 416
19, 000000370426.jpg, 71, 1, 81, 76, 98, 111
19, 000000370426.jpg, 71, 2, 58, 80, 74, 108
19, 000000370426.jpg, 71, 3, 114, 87, 132, 119
19, 000000370426.jpg, 71, 4, 166, 48, 179, 117
19, 000000370426.jpg, 71, 5, 189, 59, 214, 201
19, 000000370426.jpg, 71, 6, 130, 91, 139, 108
19, 000000370426.jpg, 71, 7, 93, 86, 105, 114
19, 000000303320.jpg, 72, 0, 0, 39, 236, 411
19, 000000303320.jpg, 72, 1, 197, 105, 245, 288
19, 000000392083.jpg, 73, 0, 83, 320, 107, 394
19, 000000392083.jpg, 73, 1, 335, 314, 358, 384
19, 000000392083.jpg, 73, 2, 181, 307, 204, 391
19, 000000392083.jpg, 73, 3, 385, 310, 405, 383
19, 000000392083.jpg, 73, 4, 287, 109, 293, 120
19, 000000392083.jpg, 73, 5, 352, 211, 362, 266
19, 000000392083.jpg, 73, 6, 164, 309, 185, 362
19, 000000392083.jpg, 73, 7, 54, 313, 69, 387
19, 000000392083.jpg, 73, 8, 42, 164, 50, 198
19, 000000392083.jpg, 73, 9, 275, 206, 289, 234
19, 000000392083.jpg, 73, 10, 252, 210, 261, 227
19, 000000392083.jpg, 73, 11, 345, 214, 356, 266
19, 000000392083.jpg, 73, 12, 78, 186, 88, 201
19, 000000519610.jpg, 74, 0, 273, 81, 416, 271
19, 000000519610.jpg, 74, 1, 0, 122, 39, 274
19, 000000519610.jpg, 74, 2, 24, 27, 286, 416
19, 000000104368.jpg, 75, 0, 277, 188, 366, 360
19, 000000104368.jpg, 75, 1, 0, 154, 137, 411
19, 000000104368.jpg, 75, 2, 101, 99, 154, 247
19, 000000104368.jpg, 75, 3, 238, 105, 290, 239
19, 000000104368.jpg, 75, 4, 0, 87, 37, 150
19, 000000104368.jpg, 75, 5, 201, 55, 242, 193
19, 000000104368.jpg, 75, 6, 234, 135, 320, 299
19, 000000104368.jpg, 75, 7, 35, 90, 89, 176
19, 000000257821.jpg, 76, 0, 83, 216, 260, 411
19, 000000257821.jpg, 76, 1, 198, 110, 337, 245
19, 000000187442.jpg, 77, 0, 100, 24, 232, 326
19, 000000187442.jpg, 77, 1, 117, 39, 284, 357
19, 000000187442.jpg, 77, 2, 164, 27, 390, 412
19, 000000224975.jpg, 78, 0, 146, 142, 235, 199
19, 000000173893.jpg, 79, 0, 1, 6, 328, 411
19, 000000173893.jpg, 79, 1, 187, 52, 416, 416
19, 000000173893.jpg, 79, 2, 387, 163, 415, 186
19, 000000173893.jpg, 79, 3, 400, 165, 415, 186
19, 000000080619.jpg, 80, 0, 198, 28, 383, 408
19, 000000447733.jpg, 81, 0, 222, 96, 362, 267
19, 000000447733.jpg, 81, 1, 148, 269, 181, 307
19, 000000018584.jpg, 82, 0, 139, 241, 218, 415
19, 000000018584.jpg, 82, 1, 0, 149, 101, 416
19, 000000018584.jpg, 82, 2, 230, 269, 263, 298
19, 000000018584.jpg, 82, 3, 260, 274, 283, 340
19, 000000018584.jpg, 82, 4, 272, 250, 326, 373
19, 000000018584.jpg, 82, 5, 346, 266, 401, 371
19, 000000018584.jpg, 82, 6, 95, 228, 106, 234
19, 000000018584.jpg, 82, 7, 106, 226, 169, 318
19, 000000018584.jpg, 82, 8, 178, 218, 205, 232
19, 000000018584.jpg, 82, 9, 224, 273, 238, 289
19, 000000018584.jpg, 82, 10, 176, 281, 276, 414
19, 000000018584.jpg, 82, 11, 343, 272, 357, 309
19, 000000475182.jpg, 83, 0, 136, 144, 268, 386
19, 000000475182.jpg, 83, 1, 117, 116, 167, 300
19, 000000475182.jpg, 83, 2, 40, 111, 82, 282
19, 000000475182.jpg, 83, 3, 63, 95, 82, 133
19, 000000475182.jpg, 83, 4, 109, 99, 127, 129
19, 000000475182.jpg, 83, 5, 145, 71, 158, 111
19, 000000475182.jpg, 83, 6, 178, 62, 201, 115
19, 000000475182.jpg, 83, 7, 192, 44, 217, 101
19, 000000475182.jpg, 83, 8, 207, 71, 243, 134
19, 000000475182.jpg, 83, 9, 265, 40, 284, 89
19, 000000475182.jpg, 83, 10, 93, 106, 117, 152
19, 000000475182.jpg, 83, 11, 248, 153, 272, 189
19, 000000475182.jpg, 83, 12, 67, 40, 85, 94
19, 000000257928.jpg, 84, 0, 169, 152, 208, 337
19, 000000257928.jpg, 84, 1, 277, 132, 332, 337
19, 000000257928.jpg, 84, 2, 44, 85, 86, 260
19, 000000557582.jpg, 85, 0, 6, 53, 267, 415
19, 000000557582.jpg, 85, 1, 232, 4, 415, 382
19, 000000393241.jpg, 86, 0, 33, 90, 149, 416
19, 000000393241.jpg, 86, 1, 310, 289, 351, 353
19, 000000393241.jpg, 86, 2, 336, 291, 358, 354
19, 000000393241.jpg, 86, 3, 278, 289, 308, 355
19, 000000393241.jpg, 86, 4, 353, 210, 381, 316
19, 000000393241.jpg, 86, 5, 381, 214, 409, 318
19, 000000393241.jpg, 86, 6, 354, 298, 390, 355
19, 000000393241.jpg, 86, 7, 99, 290, 136, 355
19, 000000393241.jpg, 86, 8, 278, 214, 323, 328
19, 000000393241.jpg, 86, 9, 159, 78, 337, 409
19, 000000393241.jpg, 86, 10, 399, 295, 415, 353
19, 000000393241.jpg, 86, 11, 0, 190, 123, 343
19, 000000393241.jpg, 86, 12, 106, 239, 132, 309
19, 000000348134.jpg, 87, 0, 223, 109, 233, 143
19, 000000348134.jpg, 87, 1, 233, 109, 238, 132
19, 000000348134.jpg, 87, 2, 210, 107, 218, 137
19, 000000348134.jpg, 87, 3, 197, 106, 206, 132
19, 000000348134.jpg, 87, 4, 205, 106, 212, 128
19, 000000348134.jpg, 87, 5, 168, 98, 175, 108
19, 000000348134.jpg, 87, 6, 296, 115, 307, 153
19, 000000452750.jpg, 88, 0, 0, 137, 307, 409
19, 000000452750.jpg, 88, 1, 0, 0, 159, 105
19, 000000210884.jpg, 89, 0, 180, 108, 391, 219
19, 000000184275.jpg, 90, 0, 325, 195, 415, 329
19, 000000184275.jpg, 90, 1, 173, 112, 265, 299
19, 000000184275.jpg, 90, 2, 323, 0, 365, 66
19, 000000352709.jpg, 91, 0, 23, 84, 39, 166
19, 000000352709.jpg, 91, 1, 74, 69, 96, 155
19, 000000352709.jpg, 91, 2, 94, 46, 116, 167
19, 000000352709.jpg, 91, 3, 116, 69, 138, 166
19, 000000352709.jpg, 91, 4, 174, 75, 188, 159
19, 000000352709.jpg, 91, 5, 214, 76, 232, 172
19, 000000352709.jpg, 91, 6, 113, 284, 135, 381
19, 000000352709.jpg, 91, 7, 159, 293, 175, 375
19, 000000352709.jpg, 91, 8, 198, 288, 208, 367
19, 000000352709.jpg, 91, 9, 226, 296, 241, 376
19, 000000352709.jpg, 91, 10, 58, 79, 77, 160
19, 000000352709.jpg, 91, 11, 382, 84, 396, 162
19, 000000352709.jpg, 91, 12, 57, 299, 71, 375
19, 000000362739.jpg, 92, 0, 240, 298, 249, 334
19, 000000362739.jpg, 92, 1, 354, 301, 381, 371
19, 000000362739.jpg, 92, 2, 193, 302, 197, 321
19, 000000362739.jpg, 92, 3, 0, 309, 4, 369
19, 000000362739.jpg, 92, 4, 1, 293, 12, 312
19, 000000253686.jpg, 93, 0, 195, 178, 306, 394
19, 000000282206.jpg, 94, 0, 185, 177, 256, 255
19, 000000254660.jpg, 95, 0, 389, 0, 416, 66
19, 000000368468.jpg, 96, 0, 185, 234, 193, 273
19, 000000368468.jpg, 96, 1, 193, 242, 197, 264
19, 000000368468.jpg, 96, 2, 174, 237, 180, 249
19, 000000368468.jpg, 96, 3, 382, 246, 390, 285
19, 000000368468.jpg, 96, 4, 374, 246, 380, 282
19, 000000368468.jpg, 96, 5, 374, 247, 381, 286
19, 000000368468.jpg, 96, 6, 190, 242, 193, 269
19, 000000360730.jpg, 97, 0, 309, 159, 410, 407
19, 000000360730.jpg, 97, 1, 391, 100, 415, 389
19, 000000360730.jpg, 97, 2, 0, 32, 337, 416
19, 000000360730.jpg, 97, 3, 303, 169, 354, 264
19, 000000222758.jpg, 98, 0, 115, 178, 256, 358
19, 000000050414.jpg, 99, 0, 27, 0, 416, 327
19, 000000139831.jpg, 100, 0, 228, 123, 297, 263
19, 000000430763.jpg, 101, 0, 91, 88, 322, 332
19, 000000430763.jpg, 101, 1, 147, 80, 179, 133
19, 000000430763.jpg, 101, 2, 16, 91, 53, 157
19, 000000430763.jpg, 101, 3, 324, 82, 376, 194
19, 000000430763.jpg, 101, 4, 49, 80, 108, 207
19, 000000430763.jpg, 101, 5, 382, 106, 414, 178
19, 000000430763.jpg, 101, 6, 370, 83, 393, 94
19, 000000430763.jpg, 101, 7, 388, 79, 401, 91
19, 000000430763.jpg, 101, 8, 89, 74, 118, 100
19, 000000430763.jpg, 101, 9, 113, 80, 149, 130
19, 000000430763.jpg, 101, 10, 279, 113, 316, 197
19, 000000430763.jpg, 101, 11, 232, 79, 265, 135
19, 000000430763.jpg, 101, 12, 0, 81, 31, 218
19, 000000182236.jpg, 102, 0, 144, 98, 272, 242
19, 000000387606.jpg, 103, 0, 33, 15, 237, 411
19, 000000387606.jpg, 103, 1, 294, 0, 372, 97
19, 000000387606.jpg, 103, 2, 216, 57, 278, 144
19, 000000387606.jpg, 103, 3, 197, 69, 223, 126
19, 000000387606.jpg, 103, 4, 11, 74, 69, 143
19, 000000387606.jpg, 103, 5, 291, 61, 347, 151
19, 000000387606.jpg, 103, 6, 356, 54, 413, 149
19, 000000387606.jpg, 103, 7, 30, 37, 78, 117
19, 000000387606.jpg, 103, 8, 0, 37, 21, 144
19, 000000387606.jpg, 103, 9, 330, 102, 361, 169
19, 000000387606.jpg, 103, 10, 366, 110, 416, 156
19, 000000353006.jpg, 104, 0, 101, 89, 281, 317
19, 000000462840.jpg, 105, 0, 6, 258, 39, 282
19, 000000462840.jpg, 105, 1, 75, 277, 99, 303
19, 000000082980.jpg, 106, 0, 91, 120, 116, 175
19, 000000148101.jpg, 107, 0, 0, 176, 90, 366
19, 000000148101.jpg, 107, 1, 254, 124, 416, 410
19, 000000236516.jpg, 108, 0, 124, 73, 377, 410
19, 000000236516.jpg, 108, 1, 0, 19, 218, 409
19, 000000431312.jpg, 109, 0, 187, 0, 416, 384
19, 000000494099.jpg, 110, 0, 162, 217, 168, 234
19, 000000494099.jpg, 110, 1, 139, 215, 142, 230
19, 000000494099.jpg, 110, 2, 156, 219, 160, 233
19, 000000494099.jpg, 110, 3, 152, 224, 154, 231
19, 000000494099.jpg, 110, 4, 153, 221, 156, 231
19, 000000170398.jpg, 111, 0, 79, 39, 222, 207
19, 000000170398.jpg, 111, 1, 236, 57, 362, 236
19, 000000334648.jpg, 112, 0, 1, 10, 384, 410
19, 000000401071.jpg, 113, 0, 11, 219, 39, 277
19, 000000401071.jpg, 113, 1, 106, 239, 207, 267
19, 000000401071.jpg, 113, 2, 160, 182, 180, 212
19, 000000401071.jpg, 113, 3, 191, 182, 222, 216
19, 000000401071.jpg, 113, 4, 330, 182, 367, 220
19, 000000401071.jpg, 113, 5, 248, 174, 270, 206
19, 000000401071.jpg, 113, 6, 73, 214, 132, 239
19, 000000401071.jpg, 113, 7, 243, 167, 251, 190
19, 000000401071.jpg, 113, 8, 249, 178, 256, 197
19, 000000401071.jpg, 113, 9, 395, 182, 415, 203
19, 000000401071.jpg, 113, 10, 276, 170, 298, 199
19, 000000401071.jpg, 113, 11, 338, 171, 361, 194
19, 000000401071.jpg, 113, 12, 306, 207, 354, 239
19, 000000382081.jpg, 114, 0, 18, 68, 172, 415
19, 000000301169.jpg, 115, 0, 2, 78, 412, 410
19, 000000211604.jpg, 116, 0, 8, 77, 364, 392
19, 000000102400.jpg, 117, 0, 197, 202, 213, 274
19, 000000102400.jpg, 117, 1, 324, 179, 345, 209
19, 000000503920.jpg, 118, 0, 195, 45, 202, 74
19, 000000503920.jpg, 118, 1, 175, 371, 395, 410
19, 000000065271.jpg, 119, 0, 109, 52, 273, 400
19, 000000030247.jpg, 120, 0, 115, 165, 164, 344
19, 000000030247.jpg, 120, 1, 363, 179, 385, 272
19, 000000030247.jpg, 120, 2, 19, 201, 41, 275
19, 000000030247.jpg, 120, 3, 263, 185, 279, 267
19, 000000487464.jpg, 121, 0, 212, 142, 353, 290
19, 000000487464.jpg, 121, 1, 44, 181, 60, 193
19, 000000356043.jpg, 122, 0, 31, 4, 382, 404
19, 000000273586.jpg, 123, 0, 206, 139, 249, 238
19, 000000273586.jpg, 123, 1, 146, 263, 194, 300
19, 000000273586.jpg, 123, 2, 356, 97, 374, 120
19, 000000273586.jpg, 123, 3, 348, 109, 369, 116
19, 000000331551.jpg, 124, 0, 112, 60, 287, 375
19, 000000362151.jpg, 125, 0, 217, 145, 282, 282
19, 000000127865.jpg, 126, 0, 351, 45, 414, 413
19, 000000040158.jpg, 127, 0, 126, 161, 192, 245
19, 000000358287.jpg, 128, 0, 295, 170, 373, 239
19, 000000209166.jpg, 129, 0, 61, 47, 286, 415
19, 000000209166.jpg, 129, 1, 0, 181, 66, 354
19, 000000209166.jpg, 129, 2, 105, 198, 203, 361
19, 000000400093.jpg, 130, 0, 107, 281, 115, 329
19, 000000400093.jpg, 130, 1, 65, 258, 74, 277
19, 000000400093.jpg, 130, 2, 56, 264, 66, 279
19, 000000400093.jpg, 130, 3, 71, 264, 77, 275
19, 000000400093.jpg, 130, 4, 368, 264, 377, 278
19, 000000400093.jpg, 130, 5, 321, 259, 328, 274
19, 000000400093.jpg, 130, 6, 128, 261, 135, 294
19, 000000400093.jpg, 130, 7, 114, 281, 127, 327
19, 000000400093.jpg, 130, 8, 77, 265, 88, 279
